################################################################################
IN SEQ: 	 b'cops in republican senate office violently assault disabled protesters ; reports of serious injuries'
PRED DIST: 	 [6.9229804e-07, 6.89624e-07, 6.0612024e-07, 5.6388313e-07, 1.000659e-06, 6.696782e-07, 1.0248315e-06, 1.3322211e-06, 8.4959754e-07, 0.99987924, 0.99986947, 1.9526851e-06, 6.347168e-07, 7.41163e-07, 7.421469e-07]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'remember eric trump ? he must have been feeling left out lately , keith ol ##berman ##n scratched that it ##ch for him'
GOLD SEQ: 	 b'remember eric trump ? he must have been feeling left out lately , keith ol ##berman ##n scratched that it ##ch for him'
PRED SEQ:	 b'remember eric trump ? he must have been feeling left out lately , keith ol ##berman ##n stated that it for him'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07651822, 0.0049142814, 0.0017936425, 0.0072964584, 0.013241201, 0.032480568, 8.145871e-05, 7.971116e-05, 0.016373057, 0.021856392, 0.0017856675, 0.011195347, 0.00043665024, 0.0006554942, 1.9934056e-05, 8.765115e-05, 5.232367e-05, 0.59474397, 0.08135403, 0.2232812, 0.1820496, 0.04241213, 0.013365128]
GOLD TOK: 	 []
PRED TOK: 	 [['stated']]
################################################################################
IN SEQ: 	 b'fox news has a bizarre defense for go ##p health care bill'
GOLD SEQ: 	 b'fox news has a bizarre defense for go ##p health care bill'
PRED SEQ:	 b'fox news has a defense for go ##p health care bill'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.3581263e-06, 1.1494633e-06, 8.836835e-06, 2.0291372e-06, 0.9996001, 7.705583e-06, 1.1977847e-06, 2.5194988e-06, 1.4134484e-06, 9.4901725e-07, 9.443649e-07, 2.0187624e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump just took another brutal shot at mcconnell as go ##p civil war heats up ( t ##wee ##ts )'
GOLD SEQ: 	 b'trump just took another brutal shot at mcconnell as go ##p civil war heats up ( t ##wee ##ts )'
PRED SEQ:	 b'trump just took another shot at mcconnell as go ##p civil war heats up ( t ##wee ##ts )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.3335863e-06, 6.565234e-06, 6.258157e-07, 7.259215e-07, 0.9998554, 1.0554116e-06, 8.912269e-07, 1.5024542e-06, 7.255291e-07, 1.4072211e-06, 1.0426294e-06, 1.5774832e-06, 7.0831004e-07, 1.2112267e-06, 5.748375e-07, 6.060364e-07, 6.1676184e-07, 6.813401e-07, 6.3672417e-07, 5.5376717e-07]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : sessions plot to steal cash from american citizens revealed'
GOLD SEQ: 	 b'breaking : sessions plot to steal cash from american citizens revealed'
PRED SEQ:	 b'breaking : sessions plot to steal cash from american citizens revealed cash'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.004283727, 0.0010522648, 0.0041768597, 0.15982056, 0.0031447965, 0.46589044, 0.03707656, 0.0006171683, 0.024263252, 0.03506268, 0.03179915]
GOLD TOK: 	 []
PRED TOK: 	 [['cash']]
################################################################################
IN SEQ: 	 b'just in : clay ai ##ken comes forward , expose ##s trump ##s dirty little apprentice lie'
GOLD SEQ: 	 b'just in : clay ai ##ken comes forward , expose ##s trump ##s dirty little apprentice lie'
PRED SEQ:	 b'just in : clay ai ##ken comes forward , trump ##s dirty little apprentice point of view'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19484954, 4.3362186e-05, 4.693711e-06, 6.7130054e-06, 3.0787294e-06, 4.7584003e-06, 0.00013854085, 0.00013714236, 1.5097871e-05, 0.59487087, 0.456154, 0.009883322, 0.02536007, 0.004823066, 1.3659987e-05, 2.022932e-05, 0.022349901]
GOLD TOK: 	 []
PRED TOK: 	 [['point', 'of', 'view']]
################################################################################
IN SEQ: 	 b'sports illustrated trolls trump over fake time cover and the reactions are glorious ( t ##wee ##ts )'
GOLD SEQ: 	 b'sports illustrated trolls trump over fake time cover and the reactions are glorious ( t ##wee ##ts )'
PRED SEQ:	 b'sports illustrated trolls trump over fake time cover and the reactions are ( t ##wee ##ts )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00013164784, 1.2922497e-05, 0.30715004, 0.029056048, 3.4948283e-05, 0.0027451147, 9.044263e-06, 5.8375126e-06, 2.5956017e-05, 0.00048591534, 0.0010579863, 0.032521326, 0.51886284, 9.3380695e-06, 5.381111e-06, 6.785791e-06, 8.822108e-06, 2.600872e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'do most christians even read the the bible ? atheist ##s have !'
GOLD SEQ: 	 b'do most christians even read the the bible ? atheist ##s have !'
PRED SEQ:	 b'do most christians read the bible ? atheist ##s have !'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0012082688, 0.0060958574, 0.00071688485, 0.81126803, 0.00076100515, 0.009581194, 0.06495611, 0.0008444159, 0.00059161277, 0.0052412557, 0.0068555945, 0.0034438185, 0.0015692613]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump ##s nothing more than a wanna ##be dictator who acts like a crime boss'
GOLD SEQ: 	 b'trump ##s nothing more than a wanna ##be dictator who acts like a crime boss'
PRED SEQ:	 b'trump ##s nothing more than a dictator who acts like a crime boss'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.033659443, 0.18606077, 0.0045394227, 0.00013570492, 8.315904e-05, 0.00020165704, 0.72925746, 0.7005096, 0.07189449, 0.00013494451, 0.00055537437, 9.063379e-06, 1.0624692e-05, 0.00013713753, 0.00013014571]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'white house staff massage ##s trump ##s ego by flashing him flat ##tering pictures of himself : report'
GOLD SEQ: 	 b'white house staff massage ##s trump ##s ego by flashing him flat ##tering pictures of himself : report'
PRED SEQ:	 b'white house staff massage ##s trump ##s ego by flashing him pictures of himself : report'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00025825106, 1.27141e-05, 9.8453675e-06, 0.016649779, 0.043748755, 0.048656534, 0.016014565, 0.04048007, 1.1117525e-05, 0.00024860786, 0.00089049817, 0.8546689, 0.82001656, 0.00011528902, 8.695098e-06, 0.01742947, 9.922151e-06, 0.0002520187]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'fox and friends lies about new york times calling them the most powerful tv show in america'
GOLD SEQ: 	 b'fox and friends lies about new york times calling them the most powerful tv show in america'
PRED SEQ:	 b'fox and friends about new york times calling them the most powerful tv show in america'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [2.037423e-06, 1.1833708e-06, 1.3650838e-06, 0.9965655, 0.00041438642, 1.0385546e-06, 1.1061749e-06, 9.961924e-07, 3.1317488e-06, 2.6654893e-06, 1.5754416e-06, 4.0280156e-06, 8.854229e-05, 1.4078117e-06, 1.4411916e-06, 1.5181653e-06, 2.6477621e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : eric trump ##s sick comment proves hell say anything to defend daddy'
GOLD SEQ: 	 b'watch : eric trump ##s sick comment proves hell say anything to defend daddy'
PRED SEQ:	 b'watch : eric trump ##s comment proves hell say anything to defend daddy'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00010326881, 2.6483192e-05, 2.0776015e-05, 4.2015668e-06, 3.7231915e-05, 0.90593576, 0.00060737104, 0.01804335, 0.0040915967, 6.1543838e-06, 1.011522e-05, 1.8323291e-06, 1.2385271e-05, 0.0023298033]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : madeline al ##bright comes forward with shocking message for trump'
GOLD SEQ: 	 b'breaking : madeline al ##bright comes forward with shocking message for trump'
PRED SEQ:	 b'breaking : madeline al ##bright comes forward with message for trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [3.4681027e-06, 3.4154714e-06, 1.4853184e-06, 8.978228e-07, 1.0243263e-06, 3.093543e-05, 1.563369e-05, 4.8750157e-06, 0.99009645, 4.0954284e-05, 3.4718287e-06, 3.5881153e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'w . h . arrogance leaves trump on german streets glorious irony en ##su ##es ( video )'
GOLD SEQ: 	 b'w . h . arrogance leaves trump on german streets glorious irony en ##su ##es ( video )'
PRED SEQ:	 b'w . h . arrogance leaves trump on german streets glorious irony en ##su ##es ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [2.446907e-05, 2.74724e-05, 0.00010489028, 4.723802e-05, 0.004716368, 1.6403357e-05, 1.4924213e-05, 2.3454434e-06, 3.8534152e-05, 9.53502e-06, 0.9922746, 0.0009984728, 0.00015505818, 2.4431714e-05, 0.000117170464, 1.9358547e-06, 1.0310299e-05, 1.3149371e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chris christie takes his family to closed beach ; gives voters giant trump style f * ck you'
GOLD SEQ: 	 b'chris christie takes his family to closed beach ; gives voters giant trump style f * ck you'
PRED SEQ:	 b'chris christie takes his family to closed beach ; gives voters trump style f * ck you'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.1991702e-05, 7.955469e-06, 2.689551e-05, 3.4452776e-06, 3.3366452e-06, 1.7158137e-06, 0.00026517795, 1.4613269e-05, 1.5611402e-05, 0.00016572024, 5.537902e-05, 0.986796, 4.0703737e-05, 0.00097257044, 9.365859e-05, 4.8521528e-05, 2.5346735e-05, 1.1613255e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the 11 - minute mind ##fulness technique that helps you drink less'
GOLD SEQ: 	 b'the 11 - minute mind ##fulness technique that helps you drink less'
PRED SEQ:	 b'the 11 - minute mind ##fulness technique that helps you drink less'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00020439833, 8.105253e-05, 5.365563e-05, 0.001016433, 0.0007128399, 0.00057410286, 0.0026826996, 0.0039248047, 0.42294225, 0.6408275, 0.00027012944, 0.00042390876]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'how to make your brain become mentally stronger'
GOLD SEQ: 	 b'how to make your brain become mentally stronger'
PRED SEQ:	 b'how to make your brain become mentally stronger'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.15064056, 0.070669904, 0.0027976364, 0.32566324, 0.0010463393, 0.009327098, 0.016325865, 0.083204776]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one of trump ##s favorite fox news analysts crush ##es defense of sons russia meeting ( video )'
GOLD SEQ: 	 b'one of trump ##s favorite fox news analysts crush ##es defense of sons russia meeting ( video )'
PRED SEQ:	 b'one of trump ##s favorite fox news analysts took control of sons russia meeting ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [2.0856116e-06, 9.696416e-07, 6.8075633e-06, 5.092622e-06, 3.252952e-05, 7.4842205e-07, 6.5273247e-07, 1.8716411e-06, 0.9989613, 0.99900025, 1.9227418e-06, 6.6857297e-07, 2.0883183e-06, 8.3616095e-07, 1.0694413e-06, 6.82749e-07, 1.2487151e-06, 6.020782e-07]
GOLD TOK: 	 []
PRED TOK: 	 [['took', 'control']]
################################################################################
IN SEQ: 	 b'house republicans just moved to end the federal agency that secure ##s fair elections'
GOLD SEQ: 	 b'house republicans just moved to end the federal agency that secure ##s fair elections'
PRED SEQ:	 b'house republicans just moved to end the federal agency that secure elections that secure'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0006830345, 0.0028938802, 0.25653067, 0.00066354364, 9.060752e-06, 0.0015148701, 5.277166e-05, 0.0011597101, 0.0011152821, 0.015852956, 0.17086151, 0.39589617, 0.27935854, 9.982783e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['that', 'secure']]
################################################################################
IN SEQ: 	 b'disabled lgbt man attacked in chelsea neighborhood of new york by suspect shouting homo ##phobic sl ##urs'
GOLD SEQ: 	 b'disabled lgbt man attacked in chelsea neighborhood of new york by suspect shouting homo ##phobic sl ##urs'
PRED SEQ:	 b'disabled lgbt fighters attacked in chelsea neighborhood of new york by suspect shouting homo ##phobic sl ##urs'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.29250184, 0.10115344, 0.13917571, 0.03194973, 9.616018e-06, 0.00045096828, 3.7724087e-05, 2.7637705e-06, 3.9251577e-06, 7.2799485e-06, 2.3142411e-05, 0.055465907, 0.0023674602, 0.11878985, 0.07521711, 0.003705203, 0.0033114937]
GOLD TOK: 	 []
PRED TOK: 	 [['fighters']]
################################################################################
IN SEQ: 	 b'breaking : trump met with putin in secret meeting ; what the hell is going on ? ( video )'
GOLD SEQ: 	 b'breaking : trump met with putin in secret meeting ; what the hell is going on ? ( video )'
PRED SEQ:	 b'breaking : trump met with putin in secret meeting ; what the hell is going on ? ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0873846, 0.0011138688, 0.04356642, 0.010470741, 0.00039802596, 0.15334266, 0.00044846753, 0.37734792, 0.007845095, 0.000665143, 0.010136146, 0.029604126, 0.13496622, 0.015063668, 0.002127762, 0.0010440677, 0.0028876578, 0.0012937135, 0.041775633, 3.2657234e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : jared ku ##sh ##ners secret cash cow exposed this is a massive ethics violation .'
GOLD SEQ: 	 b'breaking : jared ku ##sh ##ners secret cash cow exposed this is a massive ethics violation .'
PRED SEQ:	 b'breaking : jared ku ##sh ##ners secret cash cow exposed this is a ethics violation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0015271127, 0.00040388585, 0.0001951463, 7.2034876e-05, 6.316195e-05, 0.00021252513, 0.029358786, 0.0032727758, 0.0016403892, 0.0569705, 0.0067461045, 0.07338961, 0.0013409728, 0.7173448, 0.00015803984, 0.0007472667, 3.562447e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump t ##wee ##ts video of himself beating up cnn wwe style ; seriously , he just did'
GOLD SEQ: 	 b'trump t ##wee ##ts video of himself beating up cnn wwe style ; seriously , he just did'
PRED SEQ:	 b'trump t ##wee ##ts video of himself beating up cnn wwe style ; seriously , he just did , he just did'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0012365391, 2.1337075e-05, 4.459674e-05, 5.254809e-05, 0.000118137534, 6.9002735e-06, 0.0015340874, 0.19129963, 0.033106014, 0.0065403953, 0.022499226, 0.78795916, 1.3287927e-05, 0.00943702, 2.3106845e-06, 0.00026909815, 0.0018734543, 0.000117967786]
GOLD TOK: 	 []
PRED TOK: 	 [[',', 'he', 'just', 'did']]
################################################################################
IN SEQ: 	 b'trump throws colossal tan ##trum after america finds out about secret meeting with putin ( t ##wee ##ts )'
GOLD SEQ: 	 b'trump throws colossal tan ##trum after america finds out about secret meeting with putin ( t ##wee ##ts )'
PRED SEQ:	 b'trump throws tan ##trum after america finds out about secret meeting with putin ( t ##wee ##ts )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.3353704e-05, 0.00029094258, 0.99907684, 2.576285e-05, 0.00014633176, 1.4717791e-06, 3.3133587e-05, 2.4007984e-06, 1.3211352e-06, 1.6769335e-06, 3.1393498e-05, 2.2009717e-06, 1.2265274e-06, 9.7037e-06, 1.2553454e-06, 1.6996045e-06, 2.759146e-06, 2.7993824e-06, 8.7568264e-07]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chelsea clinton hum ##ilia ##tes trump for attacking her to excuse his ne ##pot ##ism at g - 20'
GOLD SEQ: 	 b'chelsea clinton hum ##ilia ##tes trump for attacking her to excuse his ne ##pot ##ism at g - 20'
PRED SEQ:	 b'chelsea clinton hum ##med trump for attacking her to excuse his ne ##pot ##ism at g - 20'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0012323944, 0.00022082501, 0.71696514, 0.782609, 0.53634053, 6.499098e-05, 2.7427584e-05, 0.004396981, 0.0005973205, 4.954907e-05, 0.029359667, 0.0023440043, 0.20545425, 0.23398666, 0.12622744, 1.4922449e-05, 3.5253495e-05, 2.0301757e-05, 1.5426114e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['##med']]
################################################################################
IN SEQ: 	 b'watch : toby keith and willie nelson team up in new ode to wa ##cky to ##ba ##cc ##y'
GOLD SEQ: 	 b'watch : toby keith and willie nelson team up in new ode to wa ##cky to ##ba ##cc ##y'
PRED SEQ:	 b'watch : toby keith and willie nelson team up in new ode to ##ba ##cc ##y to ##ba ##cc ##y'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [4.715431e-06, 1.0019806e-06, 8.9734255e-07, 8.25608e-07, 8.212551e-07, 8.757135e-07, 7.96568e-07, 2.112969e-06, 8.144702e-07, 8.582443e-07, 8.329191e-06, 4.273287e-06, 1.1109535e-06, 0.9997882, 0.99985385, 1.9225015e-06, 7.86517e-06, 1.7952229e-05, 1.4082511e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['##ba', '##cc', '##y']]
################################################################################
IN SEQ: 	 b'two new studies differ over effects of marijuana on drivers'
