################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
GOLD SEQ: 	 b'trump just took another brutal shot at mcconnell as go ##p civil war heats up ( t ##wee ##ts )'
PRED SEQ:	 b'trump also took another shot at mcconnell as go ##p civil war heats up ( t ##wee ##ts )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.08605112, -0.06459101, 0.089820504, 0.14745533, 0.00060682, 0.3353875, -0.03751227, 0.2319974, -0.03851758, -0.041552067, 0.10500382, 0.14555693, -0.034930535, -0.32980925, 0.08133328, -0.26888204, -0.21320099, -0.31777394, 0.07274918]
GOLD TOK: 	 [['brutal']]
PRED TOK: 	 [['also']]
################################################################################
IN SEQ: 	 b'breaking : sessions plot to steal cash from american citizens revealed cash'
GOLD SEQ: 	 b'breaking : sessions plot to steal cash from american citizens revealed'
PRED SEQ:	 b'breaking : sessions plot to steal cash from american citizens revealed cash'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.12639648, 0.031593703, 0.08725985, 0.17976329, 0.041782334, 0.28387994, 0.124152616, 0.087306105, 0.0996139, -0.009294638, 0.2111297, 0.096078485]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'just in : clay ai ##ken comes forward , trump ##s dirty little apprentice point of view'
GOLD SEQ: 	 b'just in : clay ai ##ken comes forward , expose ##s trump ##s dirty little apprentice lie'
PRED SEQ:	 b'just in : clay ai ##ken comes forward , trump ##s little apprentice point of view'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
PRED DIST: 	 [-0.10965225, -0.2890982, -0.2222097, 0.07982527, 0.04044228, 0.020833857, -0.04419744, 0.028228253, 0.27217457, -0.10348199, -0.021281421, 0.085309885, 0.054358065, 0.0710012, -0.11086121, -0.2615772, -0.010922678]
GOLD TOK: 	 [['expose', '##s'], ['lie']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'sports illustrated trolls trump over fake time cover and the reactions are ( t ##wee ##ts )'
GOLD SEQ: 	 b'sports illustrated trolls trump over fake time cover and the reactions are glorious ( t ##wee ##ts )'
PRED SEQ:	 b'sports illustrated advocate trump over fake time cover and the reactions are ( t ##wee ##ts )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.04191059, -0.07590608, -0.037926972, 0.19792253, 0.13694265, -0.10963215, -0.093820095, 0.18030663, -0.03819134, -0.0024743378, -0.30559218, -0.08258386, -0.063893095, -0.29082775, -0.18435386, -0.45781606, 0.18875343]
GOLD TOK: 	 [['glorious']]
PRED TOK: 	 [['advocate']]
################################################################################
IN SEQ: 	 b'do most christians read the bible ? atheist ##s have !'
GOLD SEQ: 	 b'do most christians even read the the bible ? atheist ##s have !'
PRED SEQ:	 b'do most christians read the bible ? atheist ##s have !'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.038424686, 0.031059328, -0.02685503, 0.09222644, 0.22640616, 0.23208982, -0.03596559, 0.08313501, -0.05220159, 0.00022862107, -0.14255221]
GOLD TOK: 	 [['even'], ['the']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump ##s nothing more than a dictator who acts like a crime boss'
GOLD SEQ: 	 b'trump ##s nothing more than a wanna ##be dictator who acts like a crime boss'
PRED SEQ:	 b'trump ##s nothing more than a dictator who acts like a crime boss'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.044882834, 0.09914966, 0.047470517, 0.0036288463, 0.10372436, 0.024155304, 0.078247026, -0.09135416, -0.12951094, -0.47588277, -0.27206957, -0.17199577, -0.06204919]
GOLD TOK: 	 [['wanna', '##be']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'white house staff massage ##s trump ##s ego by flashing him pictures of himself : report'
GOLD SEQ: 	 b'white house staff massage ##s trump ##s ego by flashing him flat ##tering pictures of himself : report'
PRED SEQ:	 b'white house staff massage ##s trump ##s ego by flashing him pictures of himself :'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0070077777, 0.054770514, 0.092298724, 0.066466324, -0.13314378, -0.025805555, -0.062997036, 0.019877598, -0.1660465, -0.19269589, -0.040583856, -0.21598715, -0.16476952, -0.085165754, -0.1164712, 0.031226054]
GOLD TOK: 	 [['flat', '##tering']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'fox and friends about new york times calling them the most powerful tv show in america'
GOLD SEQ: 	 b'fox and friends lies about new york times calling them the most powerful tv show in america'
PRED SEQ:	 b'fox and friends about new york times calling them the most famous tv show in america'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07765292, -0.027351305, 0.061649874, 0.08372417, 0.33456486, 0.259975, 0.028439008, 0.24443571, 0.15805472, 0.36304718, 0.36525998, 0.2681268, -0.068183094, -0.025943391, 0.099885166, 0.21010363]
GOLD TOK: 	 [['lies']]
PRED TOK: 	 [['famous']]
################################################################################
IN SEQ: 	 b'watch : eric trump ##s comment proves hell say anything to defend daddy'
GOLD SEQ: 	 b'watch : eric trump ##s sick comment proves hell say anything to defend daddy'
PRED SEQ:	 b'watch : eric trump ##s comment proves with hell say anything to defend daddy'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.033536218, -0.0534804, 0.19434266, 0.002930414, 0.00527451, 0.15145813, -0.024886578, 0.2110062, -0.00014507398, -0.048926994, -0.10525903, -0.12271664, -0.12518029]
GOLD TOK: 	 [['sick']]
PRED TOK: 	 [['with']]
################################################################################
IN SEQ: 	 b'breaking : madeline al ##bright comes forward with message for trump'
GOLD SEQ: 	 b'breaking : madeline al ##bright comes forward with shocking message for trump'
PRED SEQ:	 b'breaking : madeline al ##bright comes forward with message for trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.15530726, 0.03563179, 0.31138265, 0.224341, 0.13680224, 0.083264425, 0.112098105, -0.21719646, 0.1975981, 0.18360023, 0.3356927]
GOLD TOK: 	 [['shocking']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'w . h . arrogance leaves trump on german streets glorious irony en ##su ##es ( video )'
GOLD SEQ: 	 b'w . h . arrogance leaves trump on german streets glorious irony en ##su ##es ( video )'
PRED SEQ:	 b'w . h . arrogance leaves trump on german streets irony en ##su ##es ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.13703033, 0.1570136, 0.24389514, 0.085377455, 0.25869632, 0.22649536, 0.11706632, -0.14275487, 0.047016516, 0.13399471, 0.18455206, 0.0066702515, 0.10755266, -0.094825014, -0.23460862, -0.15406574, -0.40508676, 0.2636851]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chris christie takes his family to closed beach ; gives voters trump style f * ck you'
GOLD SEQ: 	 b'chris christie takes his family to closed beach ; gives voters giant trump style f * ck you'
PRED SEQ:	 b'chris christie takes his family to closed beach ; gives voters trump style'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1980252, 0.16578479, 0.28595653, 0.19269213, 0.15846762, 0.14224714, 0.24766569, 0.15628457, 0.0522829, 0.06056758, 0.13927461, 0.2030721, 0.10763171, -0.057590313, 0.0260894, -0.014466893, -0.007486522]
GOLD TOK: 	 [['giant']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the 11 - minute mind ##fulness technique that helps you drink less'
GOLD SEQ: 	 b'the 11 - minute mind ##fulness technique that helps you drink less'
PRED SEQ:	 b'the 11 - minute mind ##fulness technique that helps to you drink less'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.21891263, 0.18353376, 0.25818563, 0.29808074, 0.3258944, 0.13582602, 0.20085728, 0.10320082, -0.28813857, -0.29913968, -0.1972762, -0.2126395]
GOLD TOK: 	 []
PRED TOK: 	 [['to']]
################################################################################
IN SEQ: 	 b'how to make your brain become mentally stronger'
GOLD SEQ: 	 b'how to make your brain become mentally stronger'
PRED SEQ:	 b'how to make the your brain become mentally stronger'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.30971116, 0.054302722, -0.14904751, 0.048977308, 0.17242457, 0.25130212, 0.30547404, 0.24683762]
GOLD TOK: 	 []
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b'one of trump ##s favorite fox news analysts took control of sons russia meeting ( video )'
GOLD SEQ: 	 b'one of trump ##s favorite fox news analysts crush ##es defense of sons russia meeting ( video )'
PRED SEQ:	 b'one of trump ##s fox news analysts took control of sons russia meeting ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2547368, 0.3613934, 0.43994534, 0.36324367, 0.5015389, 0.021972775, 0.09929541, 0.005876854, 0.3205093, 0.31282535, 0.026360746, 0.1986942, 0.32024932, 0.31139994, 0.24717627, -0.06226007, 0.18060769]
GOLD TOK: 	 [['crush', '##es', 'defense']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'house republicans just moved to end the federal agency that secure elections that secure'
GOLD SEQ: 	 b'house republicans just moved to end the federal agency that secure ##s fair elections'
PRED SEQ:	 b'house republicans just moved to end the federal agency that secure elections that secure'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]
PRED DIST: 	 [-0.17296416, -0.17062835, -0.078666024, 0.14486448, 0.32350546, 0.40676087, 0.4201845, 0.07029422, 0.16103011, 0.060737927, 0.009977341, -0.07198789, 0.08792812, 0.055559054]
GOLD TOK: 	 [['##s', 'fair']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'disabled lgbt fighters attacked in chelsea neighborhood of new york by suspect shouting homo ##phobic sl ##urs'
GOLD SEQ: 	 b'disabled lgbt man attacked in chelsea neighborhood of new york by suspect shouting homo ##phobic sl ##urs'
PRED SEQ:	 b'disabled lgbt fighters attacked in chelsea neighborhood of new york by suspect shouting homo ##phobic sl ##urs'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.18887986, -0.25015765, -0.068250775, 0.22339913, -0.07639947, 0.08563481, 0.17111246, 0.16048162, 0.27188465, 0.10401812, 0.13580772, 0.0193135, -0.06505504, -0.16773798, -0.29290017, -0.20894092, -0.33927628]
GOLD TOK: 	 [['man']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : trump met with putin in secret meeting ; what the hell is going on ? ( video )'
GOLD SEQ: 	 b'breaking : trump met with putin in secret meeting ; what the hell is going on ? ( video )'
PRED SEQ:	 b'breaking : trump met with putin in secret meeting ; what the hell is going on ? ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.03669808, 0.13505054, 0.14167202, 0.21299353, 0.11185818, 0.22221828, 0.06049913, 0.31905565, 0.26538116, 0.10284431, 0.15290292, 0.21338713, 0.013915241, -0.0032789242, 0.26262528, -0.38894996, 0.06659351, 0.05176265, -0.29542547, 0.058345996]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : jared ku ##sh ##ners secret cash cow exposed this is a ethics violation .'
GOLD SEQ: 	 b'breaking : jared ku ##sh ##ners secret cash cow exposed this is a massive ethics violation .'
PRED SEQ:	 b'breaking : jared ku ##sh ##ners secret cash cow exposed this is a ethics violation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3489604, -0.30367422, -0.32273072, -0.22964817, -0.41161865, -0.37947932, -0.08541545, -0.20193423, -0.18050301, -0.0716932, -0.3026236, -0.36979932, -0.1189035, -0.25139582, -0.2105862, -0.315662]
GOLD TOK: 	 [['massive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump t ##wee ##ts video of himself beating up cnn wwe style ; seriously , he just did , he just did'
GOLD SEQ: 	 b'trump t ##wee ##ts video of himself beating up cnn wwe style ; seriously , he just did'
PRED SEQ:	 b'trump t ##wee ##ts video of himself beating up cnn wwe style ; seriously , he just did , he just did'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]
PRED DIST: 	 [0.14878783, -0.031152546, -0.031227037, -0.009518288, 0.13347223, 0.14476457, 0.29728103, 0.21097654, 0.09040655, 0.053821936, 0.122721374, 0.22392926, 0.15301305, 0.29862764, 0.4070627, 0.40797454, 0.26115957, 0.16061427, 0.4000953, 0.39035666, 0.28854626, 0.20904148]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump throws tan ##trum after america finds out about secret meeting with putin ( t ##wee ##ts )'
GOLD SEQ: 	 b'trump throws colossal tan ##trum after america finds out about secret meeting with putin ( t ##wee ##ts )'
PRED SEQ:	 b'trump throws ##s after america finds out about secret meeting with putin ( t ##wee ##ts )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.31802475, -0.29306906, -0.105835974, -0.21909337, 0.17556831, 0.2657454, -0.046621926, -0.04886742, -0.012200236, 0.11505173, 0.16553965, -0.04704138, -0.05001521, -0.067740574, -0.48545212, -0.44537985, -0.41408464, -0.43425852]
GOLD TOK: 	 [['colossal']]
PRED TOK: 	 [['##s']]
################################################################################
IN SEQ: 	 b'chelsea clinton hum ##med trump for attacking her to excuse his ne ##pot ##ism at g - 20'
GOLD SEQ: 	 b'chelsea clinton hum ##ilia ##tes trump for attacking her to excuse his ne ##pot ##ism at g - 20'
PRED SEQ:	 b'chelsea clinton beat trump for attacking her to excuse his ne ##pot ##ism at g - 20'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12419773, -0.03637825, 0.09780057, 0.013552822, -0.069429204, -0.064659424, 0.030726805, -0.3601201, -0.073804885, 0.015892409, -0.058828667, -0.0858318, -0.049148023, 0.00058273226, 0.14317499, 0.06431824, -0.23681763, -0.08420298]
GOLD TOK: 	 [['##ilia', '##tes']]
PRED TOK: 	 [['beat']]
################################################################################
IN SEQ: 	 b'watch : toby keith and willie nelson team up in new ode to ##ba ##cc ##y to ##ba ##cc ##y'
GOLD SEQ: 	 b'watch : toby keith and willie nelson team up in new ode to wa ##cky to ##ba ##cc ##y'
PRED SEQ:	 b'watch : toby keith and willie nelson team up in new ode to ##ba ##cc ##y to ##ba ##cc ##y'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12808001, 0.011214413, 0.2942434, 0.113978624, 0.18719906, 0.27890006, 0.13684064, 0.14082181, -0.09177709, -0.068301685, 0.1997779, -0.035671845, 0.020374328, 0.12029441, 0.25386685, -0.09510441, 0.09137603, 0.14408623, 0.21857879, 0.12889895]
GOLD TOK: 	 [['wa', '##cky']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'two new studies differ over effects of marijuana on drivers'
GOLD SEQ: 	 b'two new studies differ over effects of marijuana on drivers'
PRED SEQ:	 b'two new studies differ over effects of marijuana on drivers'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.05307904, 0.058421597, -0.017510235, 0.13671446, -0.044085324, 0.1859217, 0.04531604, 0.20240138, -0.22434984, 0.0727717]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : trump issues threat to low - income americans'
GOLD SEQ: 	 b'breaking : trump issues sick threat to low - income americans'
PRED SEQ:	 b'breaking : trump issues position to low - income americans'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.2651605, -0.13342069, 0.04313393, -0.20743646, 0.06996484, 0.12170057, 0.028522458, -0.08887927, -0.116527274, -0.059435114]
GOLD TOK: 	 [['sick']]
PRED TOK: 	 [['position']]
################################################################################
IN SEQ: 	 b'camera ##man to del ##ete jared ku ##sh ##ner pic ##s as journalists barred from photograph ##ing him in israel'
GOLD SEQ: 	 b'camera ##man forced to del ##ete jared ku ##sh ##ner pic ##s as journalists barred from photograph ##ing him in israel'
PRED SEQ:	 b'camera ##man to del ##ete jared ku ##sh ##ner pic ##s as journalists barred from photograph ##ing him in israel'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1690902, 0.087907605, 0.018873699, 0.10960732, 0.1141923, 0.20509589, 0.32103193, 0.092963874, 0.015239701, 0.0960837, 0.06998706, 0.17084882, 0.2606542, 0.20152108, 0.010831978, 0.30698496, 0.15009768, 0.04355296, -0.0782135, 0.038431484]
