################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
PRED DIST: 	 [0.16124333, 0.0018187871, 0.00024211667, 0.29144245, 0.05074417, 0.16232602, 0.00010882217, 8.0414546e-05, 0.027145067, 0.026750617, 0.00090835075, 0.01051087, 6.142902e-05, 4.7003905e-05, 9.057115e-06, 1.6757356e-05, 1.2581255e-05, 0.11081894, 0.010520371, 0.14594746, 0.051420026, 0.0051922044]
GOLD TOK: 	 [['scratched'], ['##ch']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'fox news has a defense for go ##p health care bill'
GOLD SEQ: 	 b'fox news has a bizarre defense for go ##p health care bill'
PRED SEQ:	 b'fox news has a defense for go ##p health care bill'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00049576175, 0.00028760495, 0.025702056, 0.0076519875, 0.32628927, 0.008078221, 0.34299448, 0.08748158, 0.0002308408, 0.00016960583, 0.0024878087]
GOLD TOK: 	 [['bizarre']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump just took another shot at mcconnell as go ##p civil war heats up ( t ##wee ##ts )'
GOLD SEQ: 	 b'trump just took another brutal shot at mcconnell as go ##p civil war heats up ( t ##wee ##ts )'
PRED SEQ:	 b'trump took another shot at mcconnell as go ##p civil war heats up ( t ##wee ##ts )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.020487608, 0.5861137, 0.00023832754, 0.00087092246, 0.0034898887, 0.00052838493, 0.026920548, 0.0011355901, 0.05026091, 0.011246257, 0.049727764, 0.0007835008, 0.008960234, 5.2449614e-05, 1.4333034e-05, 3.5626883e-05, 0.00010982001, 7.9759746e-05, 1.1075967e-05]
GOLD TOK: 	 [['brutal']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : sessions plot to steal cash from american citizens revealed cash'
GOLD SEQ: 	 b'breaking : sessions plot to steal cash from american citizens revealed'
PRED SEQ:	 b'breaking : sessions plot to steal cash from american citizens revealed cash'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.0027273342, 0.0007246462, 0.0026762367, 0.13966744, 0.0018603783, 0.43365526, 0.018246327, 0.0007689892, 0.026924808, 0.032090265, 0.07263906, 0.0030889928]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'just in : clay ai ##ken comes forward , trump ##s dirty little apprentice point of view'
GOLD SEQ: 	 b'just in : clay ai ##ken comes forward , expose ##s trump ##s dirty little apprentice lie'
PRED SEQ:	 b'in just : clay ai ##ken comes forward , trump ##s dirty little apprentice point of view'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]
PRED DIST: 	 [0.88349867, 2.5533343e-06, 1.2467195e-06, 1.9866761e-06, 1.2022663e-06, 1.4744821e-06, 1.6597629e-05, 2.4547271e-05, 2.1396486e-06, 0.116728514, 0.068881415, 0.03842301, 1.5432013e-05, 3.5224753e-06, 9.900673e-07, 8.243555e-07, 9.748098e-07]
GOLD TOK: 	 [['expose', '##s'], ['lie']]
PRED TOK: 	 [['just']]
################################################################################
IN SEQ: 	 b'sports illustrated trolls trump over fake time cover and the reactions are ( t ##wee ##ts )'
GOLD SEQ: 	 b'sports illustrated trolls trump over fake time cover and the reactions are glorious ( t ##wee ##ts )'
PRED SEQ:	 b'sports illustrated trump over fake time cover and the reactions are ( t ##wee ##ts )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [8.371832e-05, 7.0327856e-06, 0.7611381, 0.08217921, 0.0001670244, 0.0052972045, 9.822111e-06, 6.8811432e-06, 4.8151887e-06, 3.7708625e-05, 4.2511358e-05, 3.1366897e-05, 2.7145513e-06, 2.9607347e-06, 3.543425e-06, 4.6625923e-06, 1.3261113e-06]
GOLD TOK: 	 [['glorious']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'do most christians read the bible ? atheist ##s have !'
GOLD SEQ: 	 b'do most christians even read the the bible ? atheist ##s have !'
PRED SEQ:	 b'do most christians read the bible ? atheist ##s have !'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07783552, 0.19789383, 0.04927128, 0.066293426, 0.0068168133, 0.03248643, 0.100412734, 0.21113, 0.32633397, 0.21741176, 0.2162576]
GOLD TOK: 	 [['even'], ['the']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump ##s nothing more than a dictator who acts like a crime boss'
GOLD SEQ: 	 b'trump ##s nothing more than a wanna ##be dictator who acts like a crime boss'
PRED SEQ:	 b'trump ##s nothing more than a dictator who acts like a crime boss'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.264541, 0.5825911, 0.039002474, 0.00059080555, 0.00046843506, 0.0010999207, 0.08845348, 0.0011579049, 0.0059629055, 3.9317605e-05, 4.8508427e-05, 0.0016928111, 0.0005680762]
GOLD TOK: 	 [['wanna', '##be']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'white house staff massage ##s trump ##s ego by flashing him pictures of himself : report'
GOLD SEQ: 	 b'white house staff massage ##s trump ##s ego by flashing him flat ##tering pictures of himself : report'
PRED SEQ:	 b'white house staff massage ##s trump ##s ego by flashing him pictures of himself : report'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.001356828, 3.206319e-05, 3.6317273e-05, 0.052183937, 0.14543007, 0.3346297, 0.066308595, 0.26888737, 4.9560174e-05, 0.00076852617, 0.0059987716, 0.00059765397, 3.9458802e-05, 0.07354495, 5.5411456e-05, 0.001419124]
GOLD TOK: 	 [['flat', '##tering']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'fox and friends about new york times calling them the most powerful tv show in america'
GOLD SEQ: 	 b'fox and friends lies about new york times calling them the most powerful tv show in america'
PRED SEQ:	 b'fox and friends about new york times calling them the most well - known tv show in america'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0031532163, 0.0017427116, 0.0019837862, 0.0066855447, 2.1487427e-05, 1.9766221e-05, 3.2595006e-05, 0.016892534, 0.022544073, 0.006914553, 0.02206181, 0.67767334, 0.00031750213, 0.00034421697, 0.0006486173, 0.004351438]
GOLD TOK: 	 [['lies']]
PRED TOK: 	 [['well', '-', 'known']]
################################################################################
IN SEQ: 	 b'watch : eric trump ##s comment proves hell say anything to defend daddy'
GOLD SEQ: 	 b'watch : eric trump ##s sick comment proves hell say anything to defend daddy'
PRED SEQ:	 b'watch : eric trump ##s comment attempts to hell say anything to defend daddy'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.000656309, 0.00010935269, 0.0001388143, 1.4583283e-05, 0.00023582058, 0.002766902, 0.60711014, 0.072434604, 5.4275446e-05, 4.7935548e-05, 5.4982543e-06, 0.00067927, 0.12968123]
GOLD TOK: 	 [['sick']]
PRED TOK: 	 [['attempts', 'to']]
################################################################################
IN SEQ: 	 b'breaking : madeline al ##bright comes forward with message for trump'
GOLD SEQ: 	 b'breaking : madeline al ##bright comes forward with shocking message for trump'
PRED SEQ:	 b'breaking : madeline al ##bright comes forward with trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0031818226, 0.00064801215, 0.00032818635, 2.0342299e-05, 6.096803e-05, 0.34024963, 0.21039312, 0.00152492, 0.18013932, 0.0050643887, 0.008519133]
GOLD TOK: 	 [['shocking']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'w . h . arrogance leaves trump on german streets glorious irony en ##su ##es ( video )'
GOLD SEQ: 	 b'w . h . arrogance leaves trump on german streets glorious irony en ##su ##es ( video )'
PRED SEQ:	 b'w . h . arrogance leaves trump on german streets glorious irony en ##su ##es ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [2.4602534e-05, 2.74724e-05, 0.000105006955, 4.723802e-05, 0.004716368, 1.6334e-05, 1.5055012e-05, 2.3454434e-06, 3.8534152e-05, 9.53502e-06, 0.9922746, 0.0009984728, 0.00015505818, 2.4431714e-05, 0.000117170464, 1.9358547e-06, 1.0310299e-05, 1.3149371e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chris christie takes his family to closed beach ; gives voters trump style f * ck you'
GOLD SEQ: 	 b'chris christie takes his family to closed beach ; gives voters giant trump style f * ck you'
PRED SEQ:	 b'chris christie takes his family to closed beach ; gives voters trump f * ck you'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00020026384, 0.00014465036, 0.0015320488, 3.8746435e-05, 3.83333e-05, 6.9697635e-06, 0.024152966, 0.0009987681, 0.00020021707, 0.007288484, 0.00066263805, 0.06553197, 0.79349226, 0.032210544, 0.01454084, 0.005754536, 0.00093765854]
GOLD TOK: 	 [['giant']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the 11 - minute mind ##fulness technique that helps you drink less'
GOLD SEQ: 	 b'the 11 - minute mind ##fulness technique that helps you drink less'
PRED SEQ:	 b'the 11 - minute mind ##fulness technique that helps you drink less'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00020439833, 8.105253e-05, 5.365563e-05, 0.001016433, 0.0007128399, 0.00057410286, 0.0026826996, 0.003893913, 0.42294225, 0.6408275, 0.00027012944, 0.00042390876]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'how to make your brain become mentally stronger'
GOLD SEQ: 	 b'how to make your brain become mentally stronger'
PRED SEQ:	 b'how to make your brain become mentally stronger'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.150505, 0.070669904, 0.0027976364, 0.32260126, 0.0010463393, 0.009327098, 0.016325865, 0.083204776]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one of trump ##s favorite fox news analysts took control of sons russia meeting ( video )'
GOLD SEQ: 	 b'one of trump ##s favorite fox news analysts crush ##es defense of sons russia meeting ( video )'
PRED SEQ:	 b'one of trump ##s fox news analysts took control of sons russia meeting ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00054727244, 3.3600958e-05, 0.0052404306, 0.011020559, 0.86013186, 4.4817402e-06, 1.7144398e-06, 7.367033e-05, 0.00011275833, 1.51215745e-05, 1.8203807e-06, 0.00018172314, 6.628751e-06, 7.471259e-06, 2.3872688e-06, 3.4922534e-05, 1.6295085e-06]
GOLD TOK: 	 [['crush', '##es', 'defense']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'house republicans just moved to end the federal agency that secure elections that secure'
GOLD SEQ: 	 b'house republicans just moved to end the federal agency that secure ##s fair elections'
PRED SEQ:	 b'house republicans moved to end the federal agency that secure elections that secure'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]
PRED DIST: 	 [0.0019493614, 0.009468328, 0.68668675, 0.0025628752, 2.0917585e-05, 0.004841668, 5.177027e-05, 0.0014617319, 0.0015886356, 0.0044378988, 0.12203523, 0.00036574146, 0.004425787, 0.07857138]
GOLD TOK: 	 [['##s', 'fair']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'disabled lgbt fighters attacked in chelsea neighborhood of new york by suspect shouting homo ##phobic sl ##urs'
GOLD SEQ: 	 b'disabled lgbt man attacked in chelsea neighborhood of new york by suspect shouting homo ##phobic sl ##urs'
PRED SEQ:	 b'disabled lgbt fighters attacked in chelsea neighborhood of new york by suspect shouting homo ##phobic sl ##urs'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3438346, 0.019890223, 0.02196742, 0.039845854, 7.608522e-06, 0.00049327884, 4.945805e-05, 2.9165515e-06, 3.7071893e-06, 7.2040752e-06, 3.3236724e-05, 0.12569925, 0.0032311038, 0.17668217, 0.107233346, 0.0060224975, 0.0057238336]
GOLD TOK: 	 [['man']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : trump met with putin in secret meeting ; what the hell is going on ? ( video )'
GOLD SEQ: 	 b'breaking : trump met with putin in secret meeting ; what the hell is going on ? ( video )'
PRED SEQ:	 b'breaking : trump met with putin in secret meeting ; what the hell is going on ? ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0873846, 0.0011138688, 0.04333388, 0.010470741, 0.00039802596, 0.1523942, 0.00044846753, 0.37734792, 0.007845095, 0.000665143, 0.010076598, 0.029604126, 0.13496622, 0.015233878, 0.002127762, 0.0010480399, 0.0028876578, 0.0012937135, 0.041775633, 3.2657234e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : jared ku ##sh ##ners secret cash cow exposed this is a ethics violation .'
GOLD SEQ: 	 b'breaking : jared ku ##sh ##ners secret cash cow exposed this is a massive ethics violation .'
PRED SEQ:	 b'breaking : jared ku ##sh ##ners secret cash cow this is a ethics violation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0020720628, 0.00037346702, 0.0004070181, 0.00013487284, 0.0001435061, 0.0004949038, 0.25344837, 0.013977492, 0.0037316973, 0.6213626, 0.04157595, 0.10220024, 0.02252226, 0.00028206903, 0.0038819034, 4.0274725e-05]
GOLD TOK: 	 [['massive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump t ##wee ##ts video of himself beating up cnn wwe style ; seriously , he just did , he just did'
GOLD SEQ: 	 b'trump t ##wee ##ts video of himself beating up cnn wwe style ; seriously , he just did'
PRED SEQ:	 b'trump t ##wee ##ts video of himself beating up cnn wwe wwe ; seriously , he just did , he just did , he just did'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]
PRED DIST: 	 [0.0006398545, 1.0570844e-05, 2.0559663e-05, 2.8922354e-05, 4.6810615e-05, 3.4236634e-06, 0.0004596578, 0.08761127, 0.02470225, 0.0028864364, 0.014372652, 0.9189736, 9.330128e-06, 0.0026977372, 1.2377869e-06, 2.4664174e-05, 9.956317e-05, 6.6661664e-06, 1.4481187e-06, 8.641571e-06, 1.5059808e-05, 3.3908548e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['wwe'], [',', 'he', 'just', 'did']]
################################################################################
IN SEQ: 	 b'trump throws tan ##trum after america finds out about secret meeting with putin ( t ##wee ##ts )'
GOLD SEQ: 	 b'trump throws colossal tan ##trum after america finds out about secret meeting with putin ( t ##wee ##ts )'
PRED SEQ:	 b'trump throws tan after america finds out about secret meeting with putin ( t ##wee ##ts )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.024021247, 0.6074269, 0.546644, 0.65952545, 9.326752e-05, 0.036185082, 0.000502012, 0.00010915661, 0.0002095951, 0.039613236, 0.0002967499, 3.205607e-05, 0.0058339424, 5.3705637e-05, 0.00020646282, 0.0010629548, 0.0005121715, 9.487707e-06]
GOLD TOK: 	 [['colossal']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chelsea clinton hum ##med trump for attacking her to excuse his ne ##pot ##ism at g - 20'
GOLD SEQ: 	 b'chelsea clinton hum ##ilia ##tes trump for attacking her to excuse his ne ##pot ##ism at g - 20'
PRED SEQ:	 b'chelsea clinton trump for attacking her to excuse his ne ##pot ##ism at g - 20'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00020984685, 1.4715318e-05, 0.9408483, 0.94920427, 6.3012913e-06, 1.3773255e-05, 0.0011140311, 0.00022630658, 1.7656106e-05, 0.0050832913, 0.0002262546, 0.0289044, 0.03716392, 0.03031713, 4.456539e-06, 6.7579754e-06, 4.5791307e-06, 4.0955815e-06]
GOLD TOK: 	 [['##ilia', '##tes']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : toby keith and willie nelson team up in new ode to ##ba ##cc ##y to ##ba ##cc ##y'
GOLD SEQ: 	 b'watch : toby keith and willie nelson team up in new ode to wa ##cky to ##ba ##cc ##y'
PRED SEQ:	 b'watch : toby keith and willie nelson team up in new ode to ##ba ##cc to ##ba ##cc'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.017231371, 7.128497e-05, 1.2922535e-05, 5.7218326e-06, 1.12701555e-05, 1.1310188e-05, 6.2507233e-06, 0.00051456556, 1.0301305e-05, 1.979314e-05, 0.040601518, 0.052123863, 0.008097586, 0.26229295, 0.47876906, 0.3917715, 0.3984665, 0.6971689, 0.72740966, 0.6601891]
GOLD TOK: 	 [['wa', '##cky']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'two new studies differ over effects of marijuana on drivers'
GOLD SEQ: 	 b'two new studies differ over effects of marijuana on drivers'
PRED SEQ:	 b'two new studies differ over effects of marijuana on drivers'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.10159173, 0.1272566, 0.00597993, 0.17835328, 0.0054232744, 0.04407388, 0.00044690282, 0.27503064, 0.0033252754, 0.06580961]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : trump issues threat to low - income americans'
GOLD SEQ: 	 b'breaking : trump issues sick threat to low - income americans'
PRED SEQ:	 b'breaking : trump issues threat to low - income americans'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0048384615, 0.00087139354, 0.00133499, 0.18226445, 0.4021278, 0.0003495672, 0.008323332, 0.0021336845, 0.009819108, 0.01454315]
