################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
PRED SEQ:	 b'trump also took another shot at mcconnell as go ##p civil war heats up ( t ##wee ##ts )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.28681234, 0.50384927, 0.52416795, 0.08993584, 0.36876094, 0.08211849, 0.13224173, 0.035472155, 0.30678222, -0.14396065, -0.15535264, -0.21491238, -0.02810853, -0.028347595, 0.2032041, -0.062600106, -0.059514254, -0.20221135, -0.020652648]
GOLD TOK: 	 [['brutal']]
PRED TOK: 	 [['also']]
################################################################################
IN SEQ: 	 b'breaking : sessions plot to steal cash from american citizens revealed'
GOLD SEQ: 	 b'breaking : sessions plot to steal cash from american citizens revealed'
PRED SEQ:	 b'breaking : sessions plot to steal cash from american citizens revealed'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.28562617, 0.07067451, 0.15286732, 0.19942635, -0.10938445, 0.05273162, 0.15429392, -0.033028245, -0.06147322, 0.20860648, 0.078633755]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'just in : clay ai ##ken comes forward , pu ##ing trump ##s dirty little apprentice lie'
GOLD SEQ: 	 b'just in : clay ai ##ken comes forward , expose ##s trump ##s dirty little apprentice lie'
PRED SEQ:	 b'just in : clay ai ##ken comes forward , pu ##ing trump ##s dirty little apprentice lie'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.08343476, -0.00433968, -0.20847805, 0.035682276, -0.11477223, -0.04492061, 0.14089857, -0.02599924, 0.22662583, 0.09590438, -0.10627146, -0.01263082, 0.013340175, -0.051456086, 0.0035585314, -0.024324492, 0.17927784]
GOLD TOK: 	 [['expose', '##s']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'sports illustrated trolls trump over fake time cover and the reactions are glorious ( t ##wee ##ts )'
GOLD SEQ: 	 b'sports illustrated trolls trump over fake time cover and the reactions are glorious ( t ##wee ##ts )'
PRED SEQ:	 b'sports illustrated trolls trump over fake time cover and the reactions are glorious ( t ##wee ##ts )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.4646961, 0.2480931, 0.21759829, 0.27192098, 0.24227145, 0.12358442, 0.28613773, 0.08844237, -0.16942663, 0.165884, 0.13539042, 0.14289977, 0.00017914176, 0.2724344, 0.09634824, 0.15274137, -0.054802813, 0.12287709]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'do most christians read the the bible ? atheist ##s have !'
GOLD SEQ: 	 b'do most christians even read the the bible ? atheist ##s have !'
PRED SEQ:	 b'do most christians read the the bible ? atheist ##s have !'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.24984299, -0.046631724, -0.030655265, 0.11698875, 0.07859948, 0.07978028, 0.086234555, 0.07413012, 0.18204644, 0.062294617, 0.15478379, 0.11775911]
GOLD TOK: 	 [['even']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump ##s nothing more than a wanna ##be dictator who acts like a crime boss'
GOLD SEQ: 	 b'trump ##s nothing more than a wanna ##be dictator who acts like a crime boss'
PRED SEQ:	 b'trump ##s nothing more than a wanna ##be dictator who acts like a crime boss'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5360024, 0.4301784, 0.524763, -0.26131088, 0.0045107454, 0.25940764, 0.11094261, 0.20351146, 0.46492985, 0.2345873, 0.19250365, -0.04979001, 0.17446506, 0.3074103, 0.19897763]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'white house staff massage ##s trump ##s ego by flashing him pictures of himself :'
GOLD SEQ: 	 b'white house staff massage ##s trump ##s ego by flashing him flat ##tering pictures of himself : report'
PRED SEQ:	 b'white house staff massage ##s trump ##s ego by flashing him pictures of himself :'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2635521, 0.08681232, 0.015627503, 0.0065549016, 0.13672055, 0.09463465, 0.21340585, 0.12921122, 0.14473526, 0.0733048, 0.34628287, 0.19145364, 0.34590855, 0.38172263, -0.09373629]
GOLD TOK: 	 [['flat', '##tering'], ['report']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'fox and friends claims about new york times calling them the most powerful tv show in america'
GOLD SEQ: 	 b'fox and friends lies about new york times calling them the most powerful tv show in america'
PRED SEQ:	 b'fox and friends states about new york times calling them the most powerful tv show in america'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.20630677, -0.08951381, 0.004406333, 0.077672094, -0.09101534, 0.074741155, 0.13203359, 0.21282569, 0.38509986, 0.49391505, 0.12095374, -0.006397888, 0.046963125, 0.12734804, 0.21817377, 0.14735577, 0.06756872]
GOLD TOK: 	 [['lies']]
PRED TOK: 	 [['states']]
################################################################################
IN SEQ: 	 b'watch : eric trump ##s comment proves with hell say anything to defend daddy'
GOLD SEQ: 	 b'watch : eric trump ##s sick comment proves hell say anything to defend daddy'
PRED SEQ:	 b'watch : eric trump ##s comment'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1239562, -0.04976238, 0.033978164, -0.0034010261, 0.22183469, 0.42563844, 0.12630959, 0.03171231, 0.25410563, 0.45119202, 0.14777467, 0.14449714, 0.066334754, -0.02909103]
GOLD TOK: 	 [['sick']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : madeline al ##bright comes forward with a message for trump'
GOLD SEQ: 	 b'breaking : madeline al ##bright comes forward with shocking message for trump'
PRED SEQ:	 b'breaking : madeline al ##bright comes forward with a message for trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.059914634, -0.26100424, -0.0137916505, -0.20226976, -0.2811496, -0.10579397, -0.24055631, -0.259093, -0.024082586, -0.09593472, -0.21437828, -0.2511789]
GOLD TOK: 	 [['shocking']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'w . h . arrogance leaves trump on german streets irony en ##su ##es ( video )'
GOLD SEQ: 	 b'w . h . arrogance leaves trump on german streets glorious irony en ##su ##es ( video )'
PRED SEQ:	 b'w . h .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3539428, -0.10635817, 0.22918862, 0.035034686, 0.27653453, 0.25024152, 0.08619024, 0.102188796, 0.06794696, 0.043250892, 0.07812315, -0.15086623, -0.18356997, -0.27151853, -0.01153335, -0.06886782, 0.08382416]
GOLD TOK: 	 [['glorious']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chris christie takes his family to closed beach ; gives voters giant trump style f * ck you'
GOLD SEQ: 	 b'chris christie takes his family to closed beach ; gives voters giant trump style f * ck you'
PRED SEQ:	 b'chris christie takes his family to closed beach ; gives voters giant trump style f * ck you'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.42310327, 0.52080244, 0.3131525, 0.47598732, 0.38675267, 0.34425253, 0.42295772, 0.39152974, 0.3557099, 0.40131676, 0.6124083, 0.48178458, 0.47863466, 0.60493344, 0.49347794, 0.5672714, 0.5083493, 0.5113124]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the 11 - minute mind ##fulness technique that helps to you drink less'
GOLD SEQ: 	 b'the 11 - minute mind ##fulness technique that helps you drink less'
PRED SEQ:	 b'the 11 - minute mind ##fulness technique that helps to you drink less'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.6162226, 0.60195786, 0.26545474, 0.50225896, 0.6011898, 0.44495288, 0.48266506, 0.4984218, 0.35527733, 0.35543758, 0.49388394, 0.4391541, 0.4149748]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'how to make the your brain become mentally stronger'
GOLD SEQ: 	 b'how to make your brain become mentally stronger'
PRED SEQ:	 b'how to make the person become mentally stronger'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1555985, -0.07290762, -0.119001865, -0.08617067, 0.109928295, 0.09800994, 0.032834485, 0.15082502, 0.07799375]
GOLD TOK: 	 []
PRED TOK: 	 [['person']]
################################################################################
IN SEQ: 	 b'one of trump ##s favorite fox news analysts ##s defense of sons russia meeting ( video )'
GOLD SEQ: 	 b'one of trump ##s favorite fox news analysts crush ##es defense of sons russia meeting ( video )'
PRED SEQ:	 b'one of trump ##s fox news analysts ##s defense of sons russia meeting ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12128383, 0.06809521, -0.22188434, 0.2757934, 0.012187164, -0.11719011, 0.017283037, -0.104702726, -0.04339075, -0.07329287, -0.13397631, -0.027973935, 0.10143907, 0.25196853, 0.2334602, -0.0018325299, 0.049442396]
GOLD TOK: 	 [['crush', '##es']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'house republicans moved to end the federal agency that secure ##s fair elections'
GOLD SEQ: 	 b'house republicans just moved to end the federal agency that secure ##s fair elections'
PRED SEQ:	 b'house republicans moved to end the federal agency that secure ##s to secure fair elections'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.25239354, -0.17750205, -0.23869732, -0.2586229, 0.059904024, 0.024293005, -0.36742806, -0.11704256, -0.23251916, -0.4111295, -0.4825232, -0.25872314, -0.33267158]
GOLD TOK: 	 [['just']]
PRED TOK: 	 [['to', 'secure']]
################################################################################
IN SEQ: 	 b'disabled lgbt man attacked in chelsea neighborhood of new york by suspect shouting homo ##phobic sl ##urs'
GOLD SEQ: 	 b'disabled lgbt man attacked in chelsea neighborhood of new york by suspect shouting homo ##phobic sl ##urs'
PRED SEQ:	 b'disabled lgbt man attacked in chelsea neighborhood of new york by suspect shouting homo ##phobic sl ##urs'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.40220666, 0.26291114, 0.3387188, -0.009189814, 0.032575667, 0.09128448, 0.16394745, 0.016646743, 0.07001433, 0.08669889, 0.23774096, 0.318271, 0.07075086, 0.06297356, -0.042485505, 0.23560831, 0.15480477]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : trump met with putin in secret meeting ; what the hell is going on ? ( video )'
GOLD SEQ: 	 b'breaking : trump met with putin in secret meeting ; what the hell is going on ? ( video )'
PRED SEQ:	 b'breaking : trump met with putin in secret meeting ; what the hell is going on ? ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19140072, -0.06613782, -0.03254474, -0.025330767, -0.12362992, -0.04686746, 0.21886574, 0.19995421, 0.19185767, -0.13290012, 0.2804222, 0.07886653, -0.03955409, -0.05212769, -0.08443891, -0.059122726, 0.011670262, -0.085867316, -0.026804134, -0.06889358]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : jared ku ##sh ##ners secret cash cow exposed this is a ethics violation .'
GOLD SEQ: 	 b'breaking : jared ku ##sh ##ners secret cash cow exposed this is a massive ethics violation .'
PRED SEQ:	 b'breaking : jared ku ##sh ##ners secret cash cow exposed this is a ethics violation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.17554064, -0.3071333, -0.22448465, -0.35847375, -0.32975125, -0.38538635, -0.010315292, -0.16398841, -0.1718907, -0.2726074, -0.18438461, -0.26754725, -0.36514926, -0.41587576, -0.43374762, -0.42694077]
GOLD TOK: 	 [['massive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump t ##wee ##ts video of himself beating up cnn wwe style ; seriously , he just did did'
GOLD SEQ: 	 b'trump t ##wee ##ts video of himself beating up cnn wwe style ; seriously , he just did'
PRED SEQ:	 b'trump t ##wee ##ts video of himself beating up cnn wwe style ; seriously , he just did did'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.26946777, 0.15233554, 0.1294344, 0.04312265, 0.1575104, 0.06824083, 0.3116363, 0.24861029, 0.14454466, 0.14750515, 0.23704793, 0.43120652, 0.2507288, 0.3678963, 0.4004088, 0.42807877, 0.3970089, 0.38136822, 0.32106084]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'trump throws tan ##trum after america finds out about secret meeting with putin ( t ##wee ##ts )'
GOLD SEQ: 	 b'trump throws colossal tan ##trum after america finds out about secret meeting with putin ( t ##wee ##ts )'
PRED SEQ:	 b'trump throws ##s after america finds out about secret meeting with putin ( t ##wee ##ts )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.34959406, 0.33497337, 0.15416068, 0.057937235, -0.1274172, 0.038152426, -0.089593634, -0.19020602, 0.06733647, 0.1095164, 0.07843807, -0.09428045, -0.0029148757, -0.033552364, -0.08381598, 0.019676432, -0.27683374, -0.18871707]
GOLD TOK: 	 [['colossal']]
PRED TOK: 	 [['##s']]
################################################################################
IN SEQ: 	 b'chelsea clinton rejected trump for attacking her to excuse his ne ##pot ##ism at g - 20'
GOLD SEQ: 	 b'chelsea clinton hum ##ilia ##tes trump for attacking her to excuse his ne ##pot ##ism at g - 20'
PRED SEQ:	 b'chelsea clinton rejected trump for attacking her to excuse his ne ##pot ##ism at g - 20'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.18047181, 0.044521734, 0.052232876, 0.019060977, 0.17850243, 0.0066011697, 0.31001687, 0.056022026, 0.27324143, 0.2752251, 0.26498318, 0.208656, 0.24919121, 0.06704377, -0.045535043, -0.16280225, -0.058857515]
GOLD TOK: 	 [['hum', '##ilia', '##tes']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : toby keith and willie nelson team up in new ode to to ##ba ##cc ##y'
GOLD SEQ: 	 b'watch : toby keith and willie nelson team up in new ode to wa ##cky to ##ba ##cc ##y'
PRED SEQ:	 b'watch : toby keith and willie nelson team up in new ode to ##ba ##cc ##y'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.40557057, 0.07795671, 0.406251, 0.39014256, 0.2904679, 0.5226468, 0.40228668, 0.39029348, 0.37403905, 0.20066434, 0.3048246, 0.5184434, 0.2639831, 0.2823716, 0.28706533, 0.33449817, 0.22572783]
GOLD TOK: 	 [['wa', '##cky']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'two new studies differ over effects of marijuana on drivers'
GOLD SEQ: 	 b'two new studies differ over effects of marijuana on drivers'
PRED SEQ:	 b'two new studies differ over effects of marijuana on drivers'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.43934494, 0.33225876, 0.24722528, 0.26472375, 0.3716344, 0.39939553, 0.29444692, 0.44473553, 0.45073155, 0.50423145]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : trump issues threat to low - income americans'
GOLD SEQ: 	 b'breaking : trump issues sick threat to low - income americans'
PRED SEQ:	 b'breaking : trump issues position to low - income americans'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2729305, -0.24926557, -0.02085054, 0.26621157, 0.1848942, -0.20962267, -0.150189, -0.35975742, -0.12454125, -0.08977714]
GOLD TOK: 	 [['sick']]
PRED TOK: 	 [['position']]
################################################################################
IN SEQ: 	 b'camera ##man forced to del ##ete jared ku ##sh ##ner pic ##s as journalists barred from photograph ##ing him in israel'
GOLD SEQ: 	 b'camera ##man forced to del ##ete jared ku ##sh ##ner pic ##s as journalists barred from photograph ##ing him in israel'
PRED SEQ:	 b'camera ##man forced to del ##ete jared ku ##sh ##ner pic ##s as journalists barred from photograph ##ing him in israel'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.38921252, 0.29875243, 0.20774469, 0.184066, 0.35528842, 0.17803317, 0.3396192, 0.14497551, 0.00397896, -0.11937464, 0.437535, 0.131534, -0.013314933, 0.29313865, 0.14462349, 0.31852716, 0.12605385, -0.04338855, 0.3212221, -0.011834115, 0.026849017]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'frustrated - wing paul ryan says he really wishes democratic resistance would stop'
GOLD SEQ: 	 b'frustrated h ##yp ##oc ##rite paul ryan says he really wishes democratic resistance would stop'
PRED SEQ:	 b'frustrated paul ryan says he really wishes democratic resistance would stop'
